label,x1,x2,x2,y2,x3,y3,x4,y4
1.0,0.0,0.09567901234567901,0.02854938271604938,0.09567901234567901,0.02854938271604938,0.15020576131687244,0.0,0.15020576131687244
0.0,0.07908950617283951,0.08796296296296297,0.15779320987654322,0.09259259259259259,0.1558641975308642,0.15534979423868311,0.07716049382716049,0.1507201646090535
0.0,0.19251543209876543,0.09567901234567901,0.2650462962962963,0.09567901234567901,0.2650462962962963,0.15329218106995884,0.19251543209876543,0.15329218106995884
0.0,0.2966820987654321,0.09465020576131687,0.3761574074074074,0.09465020576131687,0.3761574074074074,0.15432098765432098,0.2966820987654321,0.15432098765432098
0.0,0.4324845679012346,0.09979423868312758,0.5119598765432098,0.09979423868312758,0.5119598765432098,0.16358024691358025,0.4324845679012346,0.16358024691358025
0.0,0.5794753086419753,0.10185185185185185,0.6577932098765432,0.11934156378600823,0.6508487654320988,0.17695473251028807,0.5721450617283951,0.15895061728395063
0.0,0.6948302469135802,0.12242798353909465,0.7673611111111112,0.12242798353909465,0.7673611111111112,0.1748971193415638,0.6948302469135802,0.1748971193415638
0.0,0.8125,0.12037037037037036,0.8877314814814815,0.13425925925925927,0.8823302469135802,0.18878600823045266,0.8070987654320988,0.1748971193415638
1.0,0.9232253086419753,0.13734567901234568,1.0,0.13734567901234568,1.0,0.19393004115226337,0.9232253086419753,0.19393004115226337
1.0,0.0,0.32407407407407407,0.043209876543209874,0.32407407407407407,0.043209876543209874,0.38065843621399176,0.0,0.38065843621399176
0.0,0.09529320987654322,0.3292181069958848,0.1709104938271605,0.3292181069958848,0.1709104938271605,0.3816872427983539,0.09529320987654322,0.3816872427983539
0.0,0.2048611111111111,0.33024691358024694,0.27199074074074076,0.33024691358024694,0.27199074074074076,0.389917695473251,0.2048611111111111,0.389917695473251
0.0,0.2959104938271605,0.32510288065843623,0.36844135802469136,0.32510288065843623,0.36844135802469136,0.38477366255144035,0.2959104938271605,0.38477366255144035
0.0,0.3993055555555556,0.3292181069958848,0.4810956790123457,0.3292181069958848,0.4810956790123457,0.39300411522633744,0.3993055555555556,0.39300411522633744
0.0,0.5412808641975309,0.3343621399176955,0.6192129629629629,0.3343621399176955,0.6192129629629629,0.389917695473251,0.5412808641975309,0.389917695473251
0.0,0.6847993827160493,0.3333333333333333,0.7743055555555556,0.3333333333333333,0.7743055555555556,0.39197530864197533,0.6847993827160493,0.39197530864197533
0.0,0.8676697530864198,0.338477366255144,0.9533179012345679,0.338477366255144,0.9533179012345679,0.39197530864197533,0.8676697530864198,0.39197530864197533
0.0,0.045910493827160496,0.6522633744855967,0.11458333333333333,0.6522633744855967,0.11458333333333333,0.7037037037037037,0.045910493827160496,0.7037037037037037
0.0,0.1697530864197531,0.6568930041152263,0.2368827160493827,0.6599794238683128,0.2357253086419753,0.7129629629629629,0.16859567901234568,0.7098765432098766
0.0,0.28742283950617287,0.6594650205761317,0.3645833333333333,0.6594650205761317,0.3645833333333333,0.7170781893004116,0.28742283950617287,0.7170781893004116
0.0,0.4525462962962963,0.6594650205761317,0.5327932098765432,0.6594650205761317,0.5327932098765432,0.7119341563786008,0.4525462962962963,0.7119341563786008
0.0,0.6111111111111112,0.6532921810699589,0.6847993827160493,0.6594650205761317,0.6817129629629629,0.7196502057613169,0.6080246913580247,0.713477366255144
0.0,0.7249228395061729,0.6584362139917695,0.8028549382716049,0.6584362139917695,0.8028549382716049,0.7150205761316872,0.7249228395061729,0.7150205761316872
0.0,0.8661265432098766,0.6666666666666666,0.9440586419753086,0.6666666666666666,0.9440586419753086,0.7181069958847737,0.8661265432098766,0.7181069958847737
0.0,0.03742283950617284,0.8559670781893004,0.1246141975308642,0.8559670781893004,0.1246141975308642,0.9053497942386831,0.03742283950617284,0.9053497942386831
0.0,0.1871141975308642,0.8600823045267489,0.2689043209876543,0.8600823045267489,0.2689043209876543,0.9125514403292181,0.1871141975308642,0.9125514403292181
0.0,0.33449074074074076,0.8631687242798354,0.4201388888888889,0.8631687242798354,0.4201388888888889,0.9156378600823045,0.33449074074074076,0.9156378600823045
0.0,0.5046296296296297,0.8600823045267489,0.591820987654321,0.8554526748971193,0.59375,0.9130658436213992,0.5065586419753086,0.9176954732510288
0.0,0.6809413580246914,0.8621399176954733,0.7418981481481481,0.8621399176954733,0.7418981481481481,0.9238683127572016,0.6809413580246914,0.9238683127572016
0.0,0.7677469135802469,0.8693415637860082,0.8310185185185185,0.8708847736625515,0.8302469135802469,0.9192386831275721,0.7669753086419753,0.9176954732510288
0.0,0.8838734567901234,0.86059670781893,0.9479166666666666,0.8652263374485597,0.9459876543209876,0.9146090534979424,0.8819444444444444,0.9099794238683128
1.0,0.9772376543209876,0.8641975308641975,0.9996141975308642,0.8641975308641975,0.9996141975308642,0.9197530864197531,0.9772376543209876,0.9197530864197531
