label,x1,x2,x2,y2,x3,y3,x4,y4
0.0,0.05246913580246913,0.1301440329218107,0.12422839506172839,0.1301440329218107,0.12422839506172839,0.17695473251028807,0.05246913580246913,0.17695473251028807
0.0,0.2341820987654321,0.13271604938271606,0.3001543209876543,0.13271604938271606,0.3001543209876543,0.18569958847736626,0.2341820987654321,0.18569958847736626
0.0,0.43287037037037035,0.12757201646090535,0.5042438271604939,0.12757201646090535,0.5042438271604939,0.1728395061728395,0.43287037037037035,0.1728395061728395
0.0,0.6010802469135802,0.12037037037037036,0.6631944444444444,0.12037037037037036,0.6631944444444444,0.17026748971193414,0.6010802469135802,0.17026748971193414
0.0,0.714891975308642,0.12397119341563786,0.7781635802469136,0.12397119341563786,0.7781635802469136,0.17541152263374485,0.714891975308642,0.17541152263374485
0.0,0.8560956790123457,0.1368312757201646,0.9220679012345679,0.1368312757201646,0.9220679012345679,0.18569958847736626,0.8560956790123457,0.18569958847736626
0.0,0.16782407407407407,0.36522633744855965,0.2364969135802469,0.36522633744855965,0.2364969135802469,0.4156378600823045,0.16782407407407407,0.4156378600823045
0.0,0.02816358024691358,0.360082304526749,0.08989197530864197,0.360082304526749,0.08989197530864197,0.4074074074074074,0.02816358024691358,0.4074074074074074
0.0,0.3132716049382716,0.360082304526749,0.3761574074074074,0.360082304526749,0.3761574074074074,0.4063786008230453,0.3132716049382716,0.4063786008230453
0.0,0.4826388888888889,0.3487654320987654,0.5532407407407407,0.3487654320987654,0.5532407407407407,0.3940329218106996,0.4826388888888889,0.3940329218106996
0.0,0.6743827160493827,0.3497942386831276,0.7442129629629629,0.3497942386831276,0.7442129629629629,0.39609053497942387,0.6743827160493827,0.39609053497942387
0.0,0.8881172839506173,0.3585390946502058,0.9540895061728395,0.3585390946502058,0.9540895061728395,0.40483539094650206,0.8881172839506173,0.40483539094650206
0.0,0.7357253086419753,0.51440329218107,0.8036265432098766,0.51440329218107,0.8036265432098766,0.5617283950617284,0.7357253086419753,0.5617283950617284
0.0,0.09220679012345678,0.7263374485596708,0.16628086419753085,0.7263374485596708,0.16628086419753085,0.779320987654321,0.09220679012345678,0.779320987654321
0.0,0.26157407407407407,0.7314814814814815,0.3244598765432099,0.7314814814814815,0.3244598765432099,0.7813786008230452,0.26157407407407407,0.7813786008230452
0.0,0.40162037037037035,0.7340534979423868,0.4695216049382716,0.7340534979423868,0.4695216049382716,0.7803497942386831,0.40162037037037035,0.7803497942386831
0.0,0.5466820987654321,0.727366255144033,0.6114969135802469,0.727366255144033,0.6114969135802469,0.7752057613168725,0.5466820987654321,0.7752057613168725
0.0,0.6944444444444444,0.727366255144033,0.7561728395061729,0.727366255144033,0.7561728395061729,0.7741769547325102,0.6944444444444444,0.7741769547325102
